Informations générales - Code INSEE de la commune,Nom de la commune,2019,2020,2021
80410,HAM,58587,48823,40686
80489,LONGUEAU,0,0,0
80561,MONTDIDIER,0,0,0
80620,PERONNE,0,0,0
80685,ROYE,0,0,0
81004,ALBI,0,0,0
81060,CARMAUX,725471,0,0
81065,CASTRES,0,0,0
81099,GAILLAC,0,0,0
81105,GRAULHET,0,0,0
81140,LAVAUR,0,0,0
81163,MAZAMET,0,0,0
82033,CASTELSARRASIN,0,0,0
82112,MOISSAC,0,0,0
82121,MONTAUBAN,0,0,0
82134,NEGREPELISSE,0,0,0
83016,BEAUSSET,62517,0,0
83023,BRIGNOLES,0,0,0
83047,CRAU,268587,0,0
83049,CUERS,0,0,0
83050,DRAGUIGNAN,0,0,0
83062,GARDE,0,0,0
83072,LORGUES,86407,0,0
83073,LUC,0,0,0
83086,MUY,0,0,0
83090,OLLIOULES,62486,0,0
83116,SAINT-MAXIMIN-LA-SAINTE-BAUME,0,0,0
83126,SEYNE-SUR-MER,0,0,0
83130,SOLLIES-PONT,0,0,0
83137,TOULON,0,0,0
83148,VIDAUBAN,0,0,0
84003,APT,0,0,0
84007,AVIGNON,0,0,0
84019,BOLLENE,0,0,0
84031,CARPENTRAS,0,0,0
84035,CAVAILLON,0,0,0
84054,ISLE-SUR-LA-SORGUE,186895,0,0
84080,MONTEUX,0,0,0
84087,ORANGE,0,0,0
84088,PERNES-LES-FONTAINES,198850,0,0
84089,PERTUIS,0,0,0
84092,PONTET,0,0,0
84129,SORGUES,0,0,0
84141,VEDENE,0,0,0
85047,CHALLANS,73843,0,0
85092,FONTENAY-LE-COMTE,0,0,0
85128,LUCON,0,0,0
85146,MONTAIGU-VENDÉE,0,87193,0
85191,ROCHE-SUR-YON,0,0,0
85194,LES SABLES-D'OLONNE,333033,333033,333033
85288,TALMONT-SAINT-HILAIRE,106228,91052,75877
86041,BUXEROLLES,0,0,0
86066,CHATELLERAULT,0,0,0
86194,POITIERS,0,0,0
87085,LIMOGES,0,0,0
87114,PANAZOL,0,0,0
87154,SAINT-JUNIEN,0,0,0
88160,EPINAL,0,0,0
88196,GERARDMER,65399,0,0
88304,MIRECOURT,0,0,0
88367,RAMBERVILLERS,0,0,0
88372,RAON-L'ETAPE,0,0,0
88413,SAINT-DIE-DES-VOSGES,0,0,0
89024,AUXERRE,0,0,0
89206,JOIGNY,0,0,0
89257,MIGENNES,0,0,0
89387,SENS,0,0,0
89418,TONNERRE,0,217891,193681
90010,BELFORT,0,0,0
91021,ARPAJON,0,0,0
91027,ATHIS-MONS,0,0,0
91103,BRETIGNY-SUR-ORGE,0,0,0
91114,BRUNOY,0,0,0
91174,CORBEIL-ESSONNES,0,0,0
91200,DOURDAN,0,0,0
91201,DRAVEIL,0,0,0
91215,EPINAY-SOUS-SENART,0,0,0
91216,EPINAY-SUR-ORGE,57706,0,0
91223,ETAMPES,0,0,0
91228,EVRY-COURCOURONNES,0,0,0
91235,FLEURY-MEROGIS,0,0,0
91286,GRIGNY,0,0,0
91326,JUVISY-SUR-ORGE,0,0,0
91345,LONGJUMEAU,0,0,0
91377,MASSY,0,0,0
91386,MENNECY,60546,0,0
91421,MONTGERON,0,0,0
91434,MORSANG-SUR-ORGE,0,0,0
91477,PALAISEAU,156688,0,0
91521,RIS-ORANGIS,0,0,0
91549,SAINTE-GENEVIEVE-DES-BOIS,0,0,0
91552,SAINT-GERMAIN-LES-ARPAJON,0,0,0
91570,SAINT-MICHEL-SUR-ORGE,0,0,0
91589,SAVIGNY-SUR-ORGE,0,0,0
91657,VIGNEUX-SUR-SEINE,0,0,0
91687,VIRY-CHATILLON,0,0,0
91691,YERRES,154272,0,0
91692,ULIS,0,0,0
92004,ASNIERES-SUR-SEINE,494328,423710,353092
92007,BAGNEUX,0,0,0
92019,CHATENAY-MALABRY,0,0,0
92023,CLAMART,170726,0,0
92024,CLICHY,0,0,0
92025,COLOMBES,0,0,0
92032,FONTENAY-AUX-ROSES,0,0,0
92036,GENNEVILLIERS,0,0,0
92046,MALAKOFF,0,0,0
92050,NANTERRE,0,0,0
92078,VILLENEUVE-LA-GARENNE,0,0,0
93001,AUBERVILLIERS,0,0,0
93005,AULNAY-SOUS-BOIS,0,0,0
93006,BAGNOLET,0,0,0
93007,BLANC-MESNIL,0,0,0
93008,BOBIGNY,0,0,0
93010,BONDY,0,0,0
93013,BOURGET,0,0,0
93014,CLICHY-SOUS-BOIS,0,0,0
93027,COURNEUVE,0,0,0
93029,DRANCY,0,0,0
93030,DUGNY,0,0,0
93031,EPINAY-SUR-SEINE,0,0,0
93032,GAGNY,0,0,0
93039,ILE-SAINT-DENIS,0,0,0
93045,LILAS,0,0,0
93046,LIVRY-GARGAN,0,0,0
93047,MONTFERMEIL,0,0,0
93048,MONTREUIL,0,0,0
93049,NEUILLY-PLAISANCE,0,0,0
93050,NEUILLY-SUR-MARNE,0,0,0
93051,NOISY-LE-GRAND,0,0,0
93053,NOISY-LE-SEC,0,0,0
93055,PANTIN,0,0,0
93057,PAVILLONS-SOUS-BOIS,0,0,0
93059,PIERREFITTE-SUR-SEINE,0,0,0
93061,PRE-SAINT-GERVAIS,0,0,0
93063,ROMAINVILLE,0,0,0
93064,ROSNY-SOUS-BOIS,0,0,0
93066,SAINT-DENIS,0,0,0
93070,SAINT-OUEN-SUR-SEINE,0,0,0
93071,SEVRAN,0,0,0
93072,STAINS,0,0,0
93073,TREMBLAY-EN-FRANCE,0,0,0
93077,VILLEMOMBLE,0,0,0
93078,VILLEPINTE,0,0,0
93079,VILLETANEUSE,0,0,0
94002,ALFORTVILLE,0,0,0
94003,ARCUEIL,0,0,0
94004,BOISSY-SAINT-LEGER,0,0,0
94011,BONNEUIL-SUR-MARNE,0,0,0
94016,CACHAN,0,0,0
94017,CHAMPIGNY-SUR-MARNE,0,0,0
94019,CHENNEVIERES-SUR-MARNE,186303,0,0
94021,CHEVILLY-LARUE,0,0,0
94022,CHOISY-LE-ROI,0,0,0
94028,CRETEIL,0,0,0
94033,FONTENAY-SOUS-BOIS,286668,245715,204763
94034,FRESNES,0,0,0
94037,GENTILLY,0,0,0
94038,HAY-LES-ROSES,0,0,0
94041,IVRY-SUR-SEINE,0,0,0
94042,JOINVILLE-LE-PONT,127875,109607,91339
94043,KREMLIN-BICETRE,0,0,0
94044,LIMEIL-BREVANNES,0,0,0
94046,MAISONS-ALFORT,183940,157663,131386
94054,ORLY,0,0,0
94059,PLESSIS-TREVISE,0,0,0
94060,QUEUE-EN-BRIE,0,0,0
94071,SUCY-EN-BRIE,132877,0,0
94073,THIAIS,0,0,0
94074,VALENTON,0,0,0
94076,VILLEJUIF,0,0,0
94077,VILLENEUVE-LE-ROI,0,0,0
94078,VILLENEUVE-SAINT-GEORGES,0,0,0
94079,VILLIERS-SUR-MARNE,0,0,0
94081,VITRY-SUR-SEINE,0,0,0
95018,ARGENTEUIL,0,0,0
95019,ARNOUVILLE,0,0,0
95063,BEZONS,0,0,0
95127,CERGY,0,0,0
95176,CORMEILLES-EN-PARISIS,95982,0,0
95197,DEUIL-LA-BARRE,0,0,0
95199,DOMONT,115712,0,0
95203,EAUBONNE,85291,0,0
95218,ERAGNY,0,0,0
95219,ERMONT,0,0,0
95252,FRANCONVILLE,0,0,0
95268,GARGES-LES-GONESSE,0,0,0
95277,GONESSE,0,0,0
95280,GOUSSAINVILLE,0,0,0
95323,JOUY-LE-MOUTIER,0,0,0
95351,LOUVRES,0,0,0
95394,MERY-SUR-OISE,0,0,0
95424,MONTIGNY-LES-CORMEILLES,0,0,0
95427,MONTMAGNY,0,0,0
95476,OSNY,0,0,0
95487,PERSAN,0,0,0
95500,PONTOISE,0,0,0
95539,SAINT-BRICE-SOUS-FORET,0,0,0
95555,SAINT-GRATIEN,0,0,0
95572,SAINT-OUEN-L'AUMONE,0,0,0
95582,SANNOIS,0,0,0
95585,SARCELLES,0,0,0
95598,SOISY-SOUS-MONTMORENCY,106915,0,0
95607,TAVERNY,0,0,0
95637,VAUREAL,0,0,0
95680,VILLIERS-LE-BEL,0,0,0
