Informations générales - Code INSEE de la commune,nom_commune,dsr_garantie_commune_nouvelle_fraction_cible,dsr_garantie_commune_nouvelle_fraction_perequation,dsr_garantie_commune_nouvelle_fraction_bourg_centre
53228,BLANDOUET-SAINT-JEAN,0,17934,0
53255,SAINTE-SUZANNE-ET-CHAMMES,0,34492,105215
54099,VAL DE BRIEY,0,123788,174271
54557,BOIS-DE-HAYE,0,20306,0
55150,DEMANGE-BAUDIGNECOURT,14850,11716,0
55537,DOUAUMONT-VAUX,0,1727,0
56033,CARENTOIR,131831,88282,198919
56061,LA GACILLY,0,70381,9589
56102,FORGES DE LANOUEE,0,71151,0
56144,EVELLYS,168120,130958,257963
56165,PLOERMEL,0,10870,0
56173,PLUMELIAU-BIEUZY,133350,126079,202454
56197,VAL D'OUST,77355,72318,198683
56251,THEIX-NOYALO,0,125181,0
57021,ANCY-DORNOT,0,23128,0
57148,COLLIGNY MAIZERY,13135,11504,0
57439,MANDEREN-RITZING,0,18836,0
57482,OGY-MONTOY-FLANVILLE,9574,27023,0
57578,REZONVILLE-VIONVILLE,0,10123,0
58026,BEAULIEU,0,8439,0
58204,VAUX D'AMOGNES,23615,19478,0
59260,GHYVELDE,0,80082,174080
59588,TETEGHEM-COUDEKERQUE-VILLAGE,0,115085,0
60029,AUNEUIL,0,62224,121387
60054,LES HAUTS-TALICAN,0,18667,0
60088,BORNEL,0,86764,0
60196,LA DRENNE,0,20387,0
60209,LA CORNE-EN-VEXIN,8420,11349,0
60245,FORMERIE,0,29980,85116
60256,MONTCHEVREUIL,14558,27543,0
60570,SAINT-CREPIN-IBOUVILLERS,0,21775,0
60644,TRIE-CHATEAU,0,25974,0
60682,VILLERS-SAINT- FRAMBOURG-OGNON,0,14184,0
61007,ATHIS-VAL DE ROUVRE,119623,104640,198827
61050,COUR- MAUGIS SUR HUISNE,0,28287,0
61081,CHAILLOUE,5076,28684,0
61096,RIVES D ANDAINE,23506,68048,70854
61116,SABLONS SUR HUISNE,73143,58422,155549
61145,DOMFRONT EN POIRAIE,14955,86734,244011
61153,ECOUCHE LES VALLEES,7425,47738,104683
61167,LA FERTE-EN-OUCHE,136871,116573,68664
61168,FERTE MACE,110900,102854,357483
61194,MONTS SUR ORNE,13797,24842,0
61196,BELFORET EN PERCHE,56926,49248,137235
61211,JUVIGNY VAL D ANDAINE,90089,76973,101245
61228,L'ORÉE-D'ÉCOUVES,0,22774,0
61230,LONGNY LES VILLAGES,142694,120814,301982
61292,MONTSECRET-CLAIREFOUGERE,25830,22190,0
61294,MORTRÉE,40281,30722,79584
61309,PERCHE EN NOCE,87264,73937,100152
61324,PASSAIS VILLAGES,53617,43863,106464
61339,PUTANGES-LE-LAC,90250,69677,136920
61341,ECOUVES,18711,50805,95808
61345,REMALARD EN PERCHE,69439,56654,155591
61375,BOISCHAMPRE,0,41345,84366
61429,CHARENCEY,15584,23300,0
61460,SAP-EN-AUGE,26895,23412,0
61463,LES MONTS D ANDAINE,61922,53862,158156
61474,GOUFFERN EN AUGE,125585,104880,85320
61483,BAGNOLES DE L ORNE NORMANDIE,0,43400,120301
61484,VAL AU PERCHE,4777,69651,83671
61486,TINCHEBRAY BOCAGE,152282,138817,398870
61491,TOUROUVRE EN PERCHE,121234,106151,283600
62154,BONNIERES,0,20255,0
62295,ENQUIN-LES-GUINEGATTE,47552,43211,127933
62471,BELLINGHEM,27596,23018,0
62691,SAINT AUGUSTIN,23028,18755,0
62757,SAINT-MARTIN-LEZ-TATINGHEM,114332,93292,0
63160,AULHAT-FLAT,29612,25927,0
63226,MUR-SUR-ALLIER,39759,60013,100139
63244,CHAMBARON-SUR-MORGE,0,28859,0
63255,NONETTE-ORSONNETTE,0,14783,0
63335,SAINT-DIÉRY,0,19494,0
63448,LE VERNET-CHAMÉANE,65388,47753,0
64225,ANCE FÉAS,0,38636,41291
65081,BENQUE-MOLERE,10011,8426,0
65282,LOUDENVIELLE,1160,9341,4664
65399,SALIGOS,0,4101,0
67004,SOMMERAU,37759,32393,0
67153,GEISWILLER-ZOEBERSDORF,0,5719,0
67202,HOCHFELDEN,0,56409,142357
67372,VAL-DE-MODER,79290,75884,236010
67418,ROUNTZENHEIM-AUENHEIM,36894,28843,0
67495,TRUCHTERSHEIM ,0,65501,207774
67539, WINGERSHEIM LES 4 BANS ,0,40728,0
68006,BERNWILLER,0,20520,0
68012,ASPACH-MICHELBACH,0,25267,0
68056,BRUNSTATT-DIDENHEIM,0,104628,0
68143,PORTE DU RIED,0,26752,0
68162,KAYSERSBERG VIGNOBLE,0,64656,6032
68201,MASEVAUX-NIEDERBRUCK,0,53606,117594
68219,LE-HAUT-SOULTZBACH,0,17477,0
68240,ILLTAL,0,27437,0
68320,SPECHBACH,0,22890,0
69019,BELLEVILLE-EN-BEAUJOLAIS,141623,165192,375235
69024,VAL-D'OINGT,129666,89171,219842
69066,COURS,0,97287,157869
69135,DEUX-GROSNES,0,102014,46543
69157,VINDRY-SUR-TURDINE,0,98722,0
69159,PORTE-DES-PIERRES-DOREES,67973,66687,0
69179,BEAUVALLON,0,57809,0
69208,SAINT-GERMAIN-NUELLES,0,36375,0
69228,CHABANIÈRE,0,106127,215233
69248,THIZY-LES-BOURGS,0,143499,218934
69255,VAUGNERAY,0,102015,0
70245,FOUGEROLLES-SAINT-VALBERT,110048,88237,130164
70285,HÉRICOURT,10983,8373,0
70418,LA ROMAINE,15021,12016,0
70489,SERVANCE-MIELLIN,0,35096,0
70491,SEVEUX-MOTEY,0,10817,0
71134,NAVOUR-SUR-GROSNE,0,19378,0
71204,FRAGNES - LA LOYERE,0,11716,0
71279,LE ROUSSET-MARIZY,0,36910,58417
71578,CLUX-VILLENEUVE,9461,8366,0
71582,LA VINEUSE SUR FREGANDE,0,22594,0
72023,BALLON-SAINT MARS,70933,60931,142448
72025,BAZOUGES CRÉ SUR LOIR,72568,59892,0
72071,MONTVAL-SUR-LOIR,18544,114382,249733
72080,CHERRE-AU,0,17870,0
72128,VAL D'ETANGSON,10205,21531,0
72137,VILLENEUVE-EN-PERSEIGNE,85166,69297,95777
72138,FRESNAY-SUR-SARTHE,41065,55467,89653
72176,LE LUDE,21847,77155,213383
72189,MAROLLES-LES-BRAULTS,0,33618,68078
72219,BERNAY-NEUVY-EN-CHAMPAGNE,16957,23938,0
72262,LOIR EN VALLÉE,108251,88872,126949
72308,SAINT PATERNE-LE CHEVAIN,0,35732,0
72363,TUFFÉ VAL DE LA CHÉRONNE,0,33274,71586
73003,GRAND-AIGUEBLANCHE,0,43958,0
73006,AIME LA PLAGNE,0,138302,190666
73010,ENTRELACS,0,132699,176740
73135,LA-TOUR-EN-MAURIENNE,0,13853,0
73150,LA PLAGNE TARENTAISE,0,139069,188288
73151,PORTE-DE-SAVOIE,0,46808,0
73187,LA LÉCHÈRE,0,15402,0
73212,VAL-D'ARC,0,33456,43516
73215,VALGELON-LA ROCHETTE,0,50980,13831
73235,SAINT FRANÇOIS LONGCHAMP,0,40063,0
73236,SAINT-GENIX-LES-VILLAGES,0,62434,62322
73257,LES BELLEVILLE,0,25909,0
73263,SAINT-OFFENGE,0,30053,0
73290,VAL-CENIS,0,65780,114631
74010,ANNECY,0,140757,0
74112,EPAGNY METZ-TESSY,0,74195,0
74123,FAVERGES-SEYTHENEX,0,138480,152564
74167,VAL DE CHAISE,0,29957,0
74212,GLIÈRES-VAL-DE-BORNE,0,62334,0
74275,TALLOIRES-MONTMIN,0,36390,0
74282,FILLIÈRE,0,229064,187720
74289,VALLIÈRES-SUR-FIER,0,35525,0
76034,VAL-DE-SCIE,22488,43245,0
76041,LES-HAUTS-DE-CAUX,0,27675,0
76146,BUCHY,72194,56960,132140
76164,RIVES-EN-SEINE,0,47226,1963
76258,TERRES-DE-CAUX,109676,90784,137601
76276,FORGES LES EAUX,7394,40792,71986
76289,SAINT MARTIN DE L'IF,53604,46782,0
76401,ARELAUNE-EN-SEINE,0,55655,101533
76476,PORT-JEROME-SUR-SEINE,0,21353,0
77109,CHENOISE-CUCHARMOY,38131,34329,0
77316,MORET-LOING-ET-ORVANNE,0,186191,230100
77433,BEAUTHEIL-SAINTS,68104,52467,0
77504,VILLEMARÉCHAL,0,22043,0
78320,NOTRE-DAME-DE-LA-MER,0,3950,0
78551,SAINT-GERMAIN-EN-LAYE,0,46260,0
79005,AIRVAULT  ,0,40824,4135
79013,ARGENTONNAY,145711,120503,217362
79014,LORETZ-D'ARGENTON,0,71556,0
79030,BEAUSSAIS-VITRE,45548,35016,0
79061,CELLES-SUR-BELLE,0,93166,184887
79063,VAL EN VIGNES,101968,82375,163956
79064,FONTIVILLIE,44323,32849,0
79077,BEUGNON-THIREUIL,0,23146,0
79078,PLAINE D'ARGENSON,0,26075,0
79083,CHEF-BOUTONNE,51972,54654,166470
79105,LES CHATELIERS ,0,19199,0
79136,ALLOINAY,0,31108,0
79140,VALDELAUME,14387,43601,0
79174,MELLE,40525,124765,173182
79179,MONCOUTANT-SUR-SÈVRE ,19193,119192,138912
79185,AIGONDIGNÉ,204780,163153,182814
79196,PLAINE-ET-VALLEES,0,69109,0
79217,PRAILLES-LA COUARDE,0,36017,0
79242,VOULMENTIN,43338,37889,0
79251,MARCILLE,42051,30407,0
79280,SAINT MAURICE  ETUSSON,0,42164,0
79285,SAINT PARDOUX-SOUTIERS,72547,55092,131078
79329,THOUARS,0,226122,357255
79334,VAL-DU-MIGNON,0,35032,0
80295,ETINEHEM-MERICOURT,21390,17288,0
80442,HOMBLEUX,28168,22905,0
80485,Ô-DE-SELLE,4440,29029,0
80505,CARNOY-MAMETZ,0,7848,0
80509,MARCHELEPOT-MISERY,12706,12812,0
80621,HYPERCOURT,0,14916,0
80625,TROIS-RIVIERES,16318,23999,0
81026,BELLEGARDE-MARSAL,31571,26010,0
81062,FONTRIEU,0,86605,89695
81218,PUYGOUZON,0,60164,0
81233,TERRE-DE-BANCALIE,89358,65930,0
85008,AUBIGNY-LES CLOUZEAUX,170702,141221,0
85009,AUCHAY-SUR-VENDÉE,46617,30833,0
85019,BELLEVIGNY,157940,138824,372883
85080,DOIX LÈS FONTAINES,50955,43069,0
85084,ESSARTS EN BOCAGE,0,202111,295158
85090,SÈVREMONT,216686,180699,386239
85146,MONTAIGU-VENDÉE,196983,353274,234205
85152,LES ACHARDS,0,91936,100266
85154,MOUILLERON-SAINT-GERMAIN,0,53410,0
85162,RIVES-D'AUTISE,82687,51934,0
85177,LES VELLUIRE-SUR-VENDÉE,20562,31674,0
85197,MONTRÉVERD,134106,110283,260632
85213,RIVES DE L'YON,136769,115231,0
85302,CHANVERRIE,43016,106048,0
86019,BEAUMONT-SAINT-CYR,89827,76561,122193
86053,CHAMPIGNY EN ROCHEREAU,64369,51258,97613
86082,VALENCE-EN-POITOU,117774,98629,142735
86115,JAUNAY-MARIGNY,38927,138413,0
86123,BOIVRE-LA-VALLEE,59432,98901,0
86245,SENILLE-ST SAUVEUR,0,44599,0
86281,SAINT-MARTIN-LA-PALLU,169561,148047,235178
87028,VAL D'OIRE ET GARTEMPE,30131,71807,71310
87097,VAL D'ISSOIRE,50915,42713,96849
87128,SAINT-PARDOUX-LE-LAC,48132,45765,0
88029,LA VOGE LES BAINS,66522,58017,176034
88176,FONTENOY-LE-CHATEAU,27329,29507,73816
88218,GRANGES-AUMONTZEY,102083,82575,176602
88361,PROVENCHÈRES-ET-COLROY,56801,44993,104547
88465,CAPAVENIR VOSGES,0,147823,0
88475,TOLLAINCOURT,1313,4810,0
89003,MONTHOLON,88267,69957,119102
89086,CHARNY OREE DE PUISAYE,328038,219608,225216
89130,DEUX RIVIERES,43321,37401,120482
89196,VALRAVILLON,56430,46374,114873
89197,GUILLON-TERRE PLAINE,0,25840,27775
89334,LE VAL D'OCRE,24746,20708,0
89388,SEPEAUX - SAINT ROMAIN,0,21929,0
89405,LES HAUTS DE FORTERRE,12180,22840,41601
89411,LES VALLEES DE LA VANNE,36749,31126,105424
89420,TREIGNY-PERREUSE-SAINTE COLOMBE,47005,45696,88851
89441,VERMENTON,0,38354,109148
90068,MEROUX-MOVAL,0,13970,0
91390,LE MÉRÉVILLOIS,0,49835,118736
95040,AVERNES,0,14455,0
